iter	MultiClass
257	0.2592778181
258	0.259109999
259	0.2589236281
260	0.2586467409
261	0.2582682319
262	0.2580106574
263	0.2577067789
264	0.2571983862
265	0.256903521
266	0.2565748802
267	0.256209496
268	0.2559672971
269	0.2556157069
270	0.255317605
271	0.2550519613
272	0.2546171586
273	0.254419328
274	0.2540869575
275	0.253832908
276	0.2532129319
277	0.2529137183
278	0.2526190587
279	0.2524069892
280	0.2522421712
281	0.2518992566
282	0.2515891275
283	0.2511670949
284	0.2509216978
285	0.2505206652
286	0.2502588436
287	0.2497938187
288	0.2495264618
289	0.2492617611
290	0.2488756904
291	0.2484064857
292	0.2481058443
293	0.2475858159
294	0.2472970704
295	0.2470527272
296	0.2468009537
297	0.2465450107
298	0.2463862576
299	0.2461975727
300	0.2459673611
301	0.2456863889
302	0.2454556317
303	0.2452380855
304	0.2449937427
305	0.2446544846
306	0.2444636897
307	0.2440541861
308	0.2437678794
309	0.2432861621
310	0.2428719901
311	0.2425651637
312	0.2424223241
313	0.2421887086
314	0.2418962523
315	0.2416751781
316	0.2415355549
317	0.2413046268
318	0.2411218875
319	0.2409089175
320	0.240600969
321	0.2404207212
322	0.2400521329
323	0.2398075357
324	0.2395367566
325	0.2393394863
326	0.239077989
327	0.2387339044
328	0.2384264258
329	0.2382403809
330	0.2380569626
331	0.2376343503
332	0.2374312281
333	0.2371390211
334	0.2369242861
335	0.2366109932
336	0.2364383481
337	0.2362196473
338	0.2360363271
339	0.2357274891
340	0.2355162403
341	0.2353100492
342	0.2349210058
343	0.2347898536
344	0.2345840189
345	0.2344769173
346	0.2341918439
347	0.2339206401
348	0.2336594746
349	0.2333194194
350	0.2329413202
351	0.2326843072
352	0.2323137406
353	0.2320752185
354	0.2319030904
355	0.2317108753
356	0.2315185324
357	0.2312464416
358	0.231044597
359	0.2308466662
360	0.2305476139
361	0.230346666
362	0.230143694
363	0.229951025
364	0.2296539044
365	0.2294299238
366	0.2293047864
367	0.2289964911
368	0.2288431565
369	0.2284974998
370	0.2280860577
371	0.2278883255
372	0.2277157797
373	0.2276008809
374	0.2271394144
375	0.2269252688
376	0.2266945672
377	0.2264896644
378	0.2263380555
379	0.2261406433
380	0.2257450045
381	0.2256419089
382	0.2253532954
383	0.225159701
384	0.2248944721
385	0.2247297777
386	0.2244994799
387	0.2242834702
388	0.2241379622
389	0.2239558699
390	0.223635032
391	0.2233683533
392	0.2230806321
393	0.2229179172
394	0.222755508
395	0.2225730232
396	0.2223563085
397	0.2221712848
398	0.2219348371
399	0.2216480851
400	0.221426828
401	0.2210486198
402	0.2207735671
403	0.2203717905
404	0.2198287579
405	0.2195990063
406	0.2192705008
407	0.2191324661
408	0.2188909024
409	0.2187501052
410	0.2184404288
411	0.218292702
412	0.2178951376
413	0.2177736973
414	0.2174682256
415	0.217130373
416	0.2169606019
417	0.2166222094
418	0.2164212542
419	0.2161571778
420	0.2160568306
421	0.2158974444
422	0.2158066492
423	0.2156674342
424	0.2153167803
425	0.2151698521
426	0.2150561806
427	0.21492154
428	0.2146840902
429	0.2143446059
430	0.2140203182
431	0.2137820266
432	0.2135097247
433	0.2133633212
434	0.2132128719
435	0.2129187973
436	0.2127281075
437	0.212559936
438	0.2124539443
439	0.2122232235
440	0.2118976562
441	0.2116123593
442	0.2113858807
443	0.2111689367
444	0.2109399338
445	0.2108147276
446	0.2105912612
447	0.2104393807
448	0.210223243
449	0.2100640473
450	0.2097978838
451	0.2095240617
452	0.2092690645
453	0.2091751013
454	0.2089801763
455	0.2088379791
456	0.2086864624
457	0.2085282156
458	0.2083224206
459	0.2082216331
460	0.2081258727
461	0.2078990943
462	0.2076207486
463	0.2074525892
464	0.2072848796
465	0.2070160634
466	0.2068537452
467	0.2066423348
468	0.2064128376
469	0.2061907263
470	0.2059631383
471	0.205837101
472	0.2055892732
473	0.2054061556
474	0.205266847
475	0.2051005492
476	0.2049618397
477	0.2048400172
478	0.2047091635
479	0.2045156426
480	0.2043835049
481	0.2042621376
482	0.2040544832
483	0.2038777213
484	0.2036681559
485	0.2035493136
486	0.2033674407
487	0.203185573
488	0.2029511579
489	0.2026938396
490	0.2025522446
491	0.2024246263
492	0.202246647
493	0.202081983
494	0.2018096015
495	0.2016484472
496	0.2014908545
497	0.2013521817
498	0.2011915911
499	0.201070468
500	0.2009027765
501	0.2006296449
502	0.2004516451
503	0.2003170012
504	0.200198383
505	0.1998227612
506	0.1995842076
507	0.199418068
508	0.1992727469
509	0.199028956
510	0.1987777076
511	0.1985456293
512	0.1984200306
513	0.1982969877
514	0.198188495
515	0.1981082141
516	0.197933122
517	0.1977630332
518	0.197548658
519	0.1973884921
520	0.1971761622
521	0.1970121562
522	0.1968363425
523	0.1967017929
524	0.1966036529
525	0.1965215783
526	0.1963141798
527	0.1961305119
528	0.1959705372
529	0.1957013304
530	0.1955874751
531	0.1953274063
532	0.1951802049
533	0.1950374504
534	0.1947592427
535	0.1945551931
536	0.1944786843
537	0.1943205403
538	0.1942210725
539	0.1940127316
540	0.1939005827
541	0.1937389588
542	0.193567454
543	0.1934207824
544	0.1933604309
545	0.1931505526
546	0.1930959298
547	0.1929638545
548	0.1927737872
549	0.1925738875
550	0.1924747684
551	0.1923454365
552	0.1922232624
553	0.1921055321
554	0.1919821887
555	0.1918746599
556	0.1917184882
557	0.1915509545
558	0.1913854412
559	0.1912709559
560	0.1911446361
561	0.1909967259
562	0.1908744341
563	0.190701838
564	0.1905722518
565	0.1903145812
566	0.1901436047
567	0.1899963957
568	0.1898757261
569	0.1897543328
570	0.1895707654
571	0.1894201469
572	0.1893110333
573	0.1890661075
574	0.1890108212
575	0.1889360421
576	0.1888267713
577	0.1886946977
578	0.1885363037
579	0.1883786485
580	0.1882389945
581	0.1880383851
582	0.1878789668
583	0.1877602478
584	0.1875972705
585	0.1874054678
586	0.1872214593
587	0.1871116815
588	0.1869838465
589	0.1867286212
590	0.186530624
591	0.1863931767
592	0.1862580503
593	0.1861562649
594	0.1860396326
595	0.1859492599
596	0.1857447552
597	0.1855517562
598	0.1854088123
599	0.1852301353
600	0.185071808
601	0.1849009613
602	0.1847763895
603	0.1845580556
604	0.1842653607
605	0.1841642011
606	0.1838751731
607	0.1837017372
608	0.1836308463
609	0.1833427021
610	0.1831835569
611	0.1830572573
612	0.1827402983
613	0.1826228466
614	0.1824185724
615	0.1822307444
616	0.182089658
617	0.1819336535
618	0.1817262876
619	0.1816181
620	0.1814819803
621	0.1812978345
622	0.1811939676
623	0.1810371867
624	0.1808744213
625	0.1806901569
626	0.1805142835
627	0.1803138737
628	0.1801630367
629	0.1800518647
630	0.1798279939
631	0.179776328
632	0.1797129996
633	0.1794729315
634	0.1792526548
635	0.179107861
636	0.1789402035
637	0.1788120701
638	0.1786122963
639	0.1784967564
640	0.1783643045
641	0.1782329305
642	0.1780434543
643	0.1778583956
644	0.1776503827
645	0.1775288588
646	0.1774494398
647	0.1771095702
648	0.177048182
649	0.1769517692
650	0.1768441792
651	0.17670945
652	0.1765998208
653	0.1764679919
654	0.1763227459
655	0.1761597156
656	0.1760861722
657	0.175985691
658	0.1758863025
659	0.1758122093
660	0.175665251
661	0.1755485624
662	0.1753456728
663	0.1751127205
664	0.1749874264
665	0.1748166919
666	0.1747684167
667	0.1746471882
668	0.1745380616
669	0.1742315193
670	0.1740117102
671	0.1737884513
672	0.1736289384
673	0.1734458229
674	0.1732173023
675	0.1730393155
676	0.1729363861
677	0.172801639
678	0.1725430839
679	0.1723538584
680	0.172283112
681	0.1721417429
682	0.172040844
683	0.1719832697
684	0.1717291666
685	0.1716078036
686	0.1714484815
687	0.1713148345
688	0.1712396747
689	0.171113176
690	0.1709487072
691	0.1708465373
692	0.1707615474
693	0.1707040272
694	0.1705978546
695	0.1705093789
696	0.1702947434
697	0.1702180428
698	0.1699958914
699	0.1697681115
700	0.1696116518
701	0.1694740664
702	0.169373645
703	0.1692900863
704	0.1691220118
705	0.1689832311
706	0.1688883443
707	0.168834759
708	0.1687106446
709	0.1686061902
710	0.1684732069
711	0.1682373579
712	0.1681460771
713	0.1679884145
714	0.1678635749
715	0.1677095462
716	0.1675937821
717	0.1674105268
718	0.1672617152
719	0.1670777455
720	0.1669290743
721	0.166841847
722	0.1667307083
723	0.1665537284
724	0.1664336889
725	0.1663065666
726	0.1661382484
727	0.1659230406
728	0.1658123131
729	0.1657614696
730	0.1656416736
731	0.1655062427
732	0.1653328727
733	0.1652403268
734	0.1651226007
735	0.1649228557
736	0.1647412927
737	0.1646023248
738	0.1644479923
739	0.1643708494
740	0.1642111989
741	0.164040538
742	0.1639154254
743	0.1638051277
744	0.1637165015
745	0.1636468453
746	0.1635925235
747	0.163498576
748	0.1634100423
749	0.1632423793
750	0.1631998009
751	0.1631111506
752	0.1629500302
753	0.1628851469
754	0.1627632088
755	0.1626032873
756	0.1624761963
757	0.1623948424
758	0.1623417812
759	0.1622192332
760	0.1621045814
761	0.161938932
762	0.1617981206
763	0.161678339
764	0.1615741015
765	0.1614424096
766	0.1613211817
767	0.1611689145
768	0.1610342409
769	0.1608983768
770	0.1607568613
771	0.1606234774
772	0.1605499273
773	0.1604444812
774	0.1603658341
775	0.1602216844
776	0.1601177051
777	0.1600487308
778	0.1599220959
779	0.1598321643
780	0.1597132956
781	0.1596561693
782	0.1595654318
783	0.1594229017
784	0.15922654
785	0.1590797662
786	0.1589687728
787	0.1588787318
788	0.1587757772
789	0.1587143702
790	0.1585732075
791	0.1584700072
792	0.158347809
793	0.1581176747
794	0.158022854
795	0.1579561491
796	0.1577981096
797	0.1576709659
798	0.1575052159
799	0.1574416417
800	0.1573876992
801	0.1572162524
802	0.1571429991
803	0.1570563985
804	0.1569275236
805	0.1567697002
806	0.1566990777
807	0.156533813
808	0.1564352474
809	0.1561668735
810	0.1560701863
811	0.1560024423
812	0.1559442094
813	0.1558939978
814	0.1557524879
815	0.1556720898
816	0.155578487
817	0.1553740405
818	0.1552748664
819	0.1552271142
820	0.155166898
821	0.1549428556
822	0.1547911748
823	0.1546395579
824	0.1545797183
825	0.154509665
826	0.1543678682
827	0.1542167183
828	0.1540028409
829	0.1538590624
830	0.1537513524
831	0.1536367115
832	0.1535546149
833	0.1534644853
834	0.1533287716
835	0.1531874915
836	0.1531349943
837	0.1530384184
838	0.1529511208
839	0.1528106829
840	0.1526772147
841	0.152613162
842	0.1525250171
843	0.152393483
844	0.1522654415
845	0.1521741344
846	0.1520765404
847	0.1518924783
848	0.1518228338
849	0.1517432843
850	0.1515721339
851	0.1514608806
852	0.1513467155
853	0.1512069387
854	0.1511581104
855	0.1510361188
856	0.1508248267
857	0.1506881956
858	0.1506187664
859	0.1505376991
860	0.1504807691
861	0.1503259024
862	0.1502557493
863	0.1501405818
864	0.150055268
865	0.1499637667
866	0.1499042758
867	0.1497516706
868	0.1496820529
869	0.1495820903
870	0.1495018212
871	0.1494347754
872	0.1493359548
873	0.1492246359
874	0.1491563606
875	0.1490782963
876	0.1489881131
877	0.148874507
878	0.1487970688
879	0.1486931324
880	0.1486046174
881	0.1484745266
882	0.1483873815
883	0.1482829556
884	0.1482187819
885	0.1480961376
886	0.1480534759
887	0.1480015278
888	0.1479134675
889	0.1477716234
890	0.1477102534
891	0.1475185879
892	0.1474553975
893	0.1473588006
894	0.1472508717
895	0.1471648462
896	0.1470252353
897	0.1468658052
898	0.1468270997
899	0.1467417471
900	0.1465452295
901	0.1463536452
902	0.1461962874
903	0.146091208
904	0.1459482785
905	0.145797119
906	0.1456418737
907	0.1455895014
908	0.1455203318
909	0.1454735163
910	0.145384185
911	0.1452878478
912	0.1451877306
913	0.1451134914
914	0.1449763915
915	0.1449081634
916	0.1447606492
917	0.1446691073
918	0.1445316925
919	0.1443963373
920	0.1442939008
921	0.1441652433
922	0.1440833185
923	0.144039188
924	0.1439460847
925	0.1438470581
926	0.1437928708
927	0.1436911417
928	0.1436383303
929	0.143569191
930	0.1434642159
931	0.1433677376
932	0.143276372
933	0.1431867659
934	0.1430920787
935	0.1429342794
936	0.1427887393
937	0.1427083122
938	0.1425683316
939	0.142431196
940	0.142274972
941	0.1421425539
942	0.1420253579
943	0.1418016
944	0.1416967826
945	0.1415882552
946	0.1415263721
947	0.1414585833
948	0.1413621576
949	0.1413090773
950	0.1411409881
951	0.1410029927
952	0.1408645356
953	0.14076905
954	0.1406489202
955	0.1404738129
956	0.1403365232
957	0.1401965191
958	0.1401020264
959	0.1399977902
960	0.1398889585
961	0.1398231669
962	0.1396551072
963	0.1395636922
964	0.1394957405
965	0.1393773048
966	0.1392777675
967	0.1392124373
968	0.1391139751
969	0.1389774326
970	0.1388979768
971	0.1387219423
972	0.138681311
973	0.1386074509
974	0.1385584176
975	0.1384963908
976	0.1384615136
977	0.1383764494
978	0.1382842038
979	0.1381602789
980	0.1380843815
981	0.1379633569
982	0.1378569805
983	0.1377739382
984	0.1377092752
985	0.1376177245
986	0.1374790943
987	0.137424532
988	0.1373603637
989	0.1371774405
990	0.1370810584
991	0.137008396
992	0.1369374346
993	0.1368974429
994	0.1368345382
995	0.1367124279
996	0.1366505093
997	0.1365506425
998	0.1364715908
999	0.1362845595
